Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
0,0,0,1,0,0.152752009894867,0.071999424004608,0.485179407176287,0.743589743589744,1,0,0
1,1,0,1,0,0.0435003092145949,0.035015719874241,0.210608424336973,0.743589743589744,1,1,1
0,0,0,1,0,0.0496722325293754,0.173038615691074,0.273010920436817,0.743589743589744,1,2,1
0,0,0,0,0,0.0445021645021645,0.040031679746562,0.157566302652106,0.743589743589744,1,1,1
0,0,0,1,0,0.0426716141001855,0,0.110764430577223,0.743589743589744,1,2,0
0,0,0,1,0,0.0204081632653061,0.0291117671058632,0.0592823712948518,0.743589743589744,1,2,1
0,1,0,1,0,0.0278293135435993,0,0.102964118564743,0.743589743589744,1,2,1
0,1,0,1,0,0.0468893011750155,0.0560635514915881,0.195007800312012,0.743589743589744,1,1,1
0,1,1,1,0,0.0680148423005566,0,0.0546021840873635,0.743589743589744,1,2,1
0,1,0,1,0,0.0701422387136673,0,0.210608424336973,0.743589743589744,1,2,1
1,1,0,1,0,0.0308596165739023,0.0825593395252838,0.173166926677067,0.743589743589744,0,2,0
1,0,0,1,0,0.0476190476190476,0.0545995632034944,0.210608424336973,0.743589743589744,1,1,1
1,1,0,0,0,0.021991341991342,0.0394556843545252,0.141965678627145,0.743589743589744,1,1,1
1,0,0,1,0,0.0363141620284477,0,0.173166926677067,0.743589743589744,1,1,1
1,0,0,1,0,0.0504638218923933,0,0.160686427457098,0.743589743589744,1,1,0
0,1,2,1,0,0.0552380952380952,0,0.195007800312012,0.743589743589744,1,2,0
1,1,1,1,1,0.140383426097712,0,0.43213728549142,0.743589743589744,0,2,0
0,1,2,1,0,0.0316388373531231,0.0280077759377925,0.137285491419657,0.743589743589744,1,1,1
0,1,0,1,0,0.0245145330859617,0.0381836945304438,0.135725429017161,0.743589743589744,1,1,1
0,1,0,1,0,0.0397773654916512,0.0527995776033792,0.196567862714509,0.743589743589744,1,0,0
0,1,1,1,0,0.0980828695114409,0.053999568003456,0.266770670826833,0.743589743589744,1,2,1
0,1,2,0,0,0.0396660482374768,0.0686154510763914,0.210608424336973,0.743589743589744,1,2,1
0,1,0,1,0,0.0290661719233148,0.0911032711738306,0.173166926677067,0.743589743589744,1,2,1
0,1,0,1,0,0.0356091527520099,0,0.140405616224649,0.743589743589744,1,2,1
0,1,0,0,1,0.0304143475572047,0.0827753377972976,0.243369734789392,0.358974358974359,0,0,0
1,0,0,1,0,0.0496722325293754,0,0.166926677067083,0.743589743589744,0,1,0
0,1,0,1,0,0.0689672232529375,0.110279117767058,0.388455538221529,0.743589743589744,1,1,0
0,0,0,0,0,0.0377241805813234,0.0540955672354621,0.182527301092044,0.358974358974359,0,2,0
0,1,1,1,0,0.131106988249845,0,0.472698907956318,0.743589743589744,1,2,1
0,1,0,0,1,0.0859616573902288,0,0.180967238689548,0.102564102564103,1,2,1
1,0,0,1,0,0.0513296227581942,0,0.198127925117005,0.743589743589744,0,1,0
0,1,0,1,0,0.0378231292517007,0.0735834113327093,0.254290171606864,0.743589743589744,1,2,1
0,1,2,0,1,0.0213358070500928,0.04499964000288,0.137285491419657,0.743589743589744,1,1,1
0,0,0,1,0,0.04143475572047,0,0.112324492979719,0.615384615384615,1,1,1
0,1,0,1,1,0.0632776747062461,0.0425756593947248,0.277691107644306,0.743589743589744,1,1,1
0,0,0,1,0,0.0445269016697588,0,0.162246489859594,1,1,2,0
0,0,0,1,0,0.0445269016697588,0.113999088007296,0.260530421216849,0.743589743589744,1,2,0
0,1,1,1,1,0.0105132962275819,0.0725274197806418,0.157566302652106,0.743589743589744,1,2,0
0,1,0,1,0,0.0373160173160173,0.095999232006144,0.266770670826833,0.615384615384615,0,1,0
0,1,0,0,1,0.0393692022263451,0.0519835841313269,0.188767550702028,0.743589743589744,1,1,1
1,0,0,1,0,0.0457142857142857,0,0.159126365054602,0.743589743589744,1,1,1
1,1,2,1,0,0.0151886209029066,0.0451436388508892,0.246489859594384,0.743589743589744,1,2,0
0,1,0,1,0,0.0723562152133581,0.053999568003456,0.399375975039002,0.743589743589744,1,1,0
0,1,1,1,0,0.0474706246134818,0,0.0639625585023401,0.487179487179487,1,2,1
0,0,0,1,0,0.027408781694496,0.0607435140518876,0.198127925117005,0.743589743589744,1,1,1
0,1,2,0,0,0.0393692022263451,0.047999616003072,0.140405616224649,0.743589743589744,1,1,1
0,1,0,1,0,0.0290661719233148,0.0508315933472532,0.148205928237129,0.743589743589744,1,1,1
0,0,0,1,0,0.104094001236858,0,0.313572542901716,0.743589743589744,1,2,1
0,1,0,1,0,0.0685837971552257,0.1000071999424,0.258970358814353,0.743589743589744,1,1,1
0,1,0,1,0,0.0347309833024119,0.0695994432044544,0.190327613104524,0.743589743589744,1,1,1
0,1,2,1,0,0.0754483611626469,0.135694914440684,0.279251170046802,0.358974358974359,1,1,1
0,1,2,0,0,0.0386270871985158,0.0436796505627955,0.112324492979719,0.743589743589744,1,2,1
0,0,0,1,0,0.0492640692640693,0,0.176287051482059,0.743589743589744,1,1,1
0,0,0,0,0,0.0429189857761286,0,0.0249609984399376,0.230769230769231,1,1,1
1,1,0,1,0,0.0288682745825603,0.0552475580195358,0.199687987519501,0.743589743589744,1,1,1
0,1,0,1,0,0.0225974025974026,0.0239278085775314,0.0639625585023401,0.743589743589744,1,1,1
0,1,0,0,0,0.0499443413729128,0,0.165366614664587,0.358974358974359,1,1,1
0,1,0,1,0,0.0199010513296228,0.0849833201334389,0.190327613104524,0.743589743589744,1,1,1
0,1,2,0,0,0.0511811997526283,0.0783113735090119,0.193447737909516,0.358974358974359,1,2,1
0,0,0,1,0,0.0580457637600495,0.091343269253846,0.221528861154446,0.743589743589744,1,1,1
0,1,1,1,0,0.0358936301793445,0.0247198022415821,0.141965678627145,0.743589743589744,1,2,1
0,1,2,1,0,0.139356833642548,0.0270237838097295,0.336973478939158,0.743589743589744,1,2,1
0,0,0,0,0,0.088843537414966,0,0.173166926677067,0.743589743589744,1,0,0
0,1,2,1,0,0.0451453308596166,0.0863993088055296,0.322932917316693,0.743589743589744,0,2,0
0,1,0,0,0,0.0237600494743352,0.0180958552331581,0.132605304212168,1,1,1,1
0,0,0,1,0,0.0638961038961039,0,0.198127925117005,0.743589743589744,1,2,1
1,1,0,1,0,0.0343722943722944,0.0559915520675835,0.202808112324493,0.743589743589744,1,1,1
0,0,0,1,0,0.0606060606060606,0,0.170046801872075,0.743589743589744,1,1,1
0,1,1,1,0,0.178515769944341,0,0.274570982839314,0.358974358974359,1,0,1
1,1,0,1,0,0.0373160173160173,0.0547915616675067,0.226209048361934,0.743589743589744,1,1,1
0,1,1,1,0,0.0255287569573284,0.0335517315861473,0.118564742589704,0.743589743589744,1,2,1
0,1,0,1,0,0.067012987012987,0.0514075887392901,0.258970358814353,0.743589743589744,1,0,0
1,0,0,1,0,0.126876932591218,0,0.390015600624025,0.743589743589744,1,2,1
0,1,0,1,0,0.0682374768089054,0.0640074879400965,0.266770670826833,0.743589743589744,1,0,1
1,0,0,1,0,0.0496722325293754,0,0.0546021840873635,0.743589743589744,1,1,1
1,0,0,1,0,0.0245763760049474,0.215518275853793,0.199687987519501,0.743589743589744,0,1,1
0,1,2,1,0,0.0347186147186147,0,0.112324492979719,0.743589743589744,1,1,1
0,1,0,0,0,0.0513296227581942,0.0483356133150935,0.288611544461778,0.743589743589744,1,0,1
1,0,0,1,0,0.0438095238095238,0,0.131045241809672,0.743589743589744,1,0,1
0,1,1,1,1,0.12817563388992,0.0923992608059136,0.235569422776911,0.358974358974359,0,2,0
0,1,0,1,0,0.0733457019171305,0.061655506755946,0.269890795631825,0.743589743589744,1,0,0
0,0,0,1,1,0.247569573283859,0,1,1,1,2,1
0,0,0,1,0,0.0230550401978973,0.0462956296349629,0.101404056162246,0.743589743589744,1,2,1
0,0,0,1,0,0.0317625231910946,0,0.0951638065522621,0.743589743589744,1,1,1
0,1,0,1,1,0.0409276437847866,0,0.0249609984399376,0.230769230769231,1,1,1
0,0,0,1,0,0.0586889301175015,0,0.145085803432137,0.743589743589744,1,1,1
0,1,0,1,0,0.0476190476190476,0.185998512011904,0.438377535101404,0.743589743589744,1,1,0
1,1,0,1,0,0.0548299319727891,0,0.117004680187207,0.743589743589744,1,0,0
0,1,2,1,1,0.0391589363017934,0.083999328005376,0.123244929797192,0.743589743589744,1,2,1
0,0,0,1,0,0.183661100803958,0,0.363494539781591,0.743589743589744,0,1,0
0,1,2,0,0,0.0500927643784787,0.0343197254421965,0.187207488299532,0.743589743589744,1,0,0
0,1,2,1,0,0.0605071119356834,0.0499916000671995,0.274570982839314,0.743589743589744,1,0,0
0,0,0,1,0,0.0651453308596166,0,0.24804992199688,0.743589743589744,1,2,1
0,0,0,1,1,0.0841063698206555,0,0.258970358814353,0.358974358974359,1,1,1
0,1,0,1,0,0.0315151515151515,0.0488156094751242,0.176287051482059,0.743589743589744,1,1,1
0,1,2,1,0,0.143562152133581,0,0.277691107644306,0.358974358974359,1,2,1
1,1,0,1,0,0.0269635126777984,0.10766313869489,0.141965678627145,0.743589743589744,1,1,1
1,1,2,1,0,0.182016079158936,0,0.0951638065522621,0.743589743589744,1,2,1
0,1,1,1,0,0.0171675943104515,0.0341997264021888,0.0327613104524181,0.743589743589744,1,2,1
1,0,0,1,0,0.121830550401979,0.039983680130559,0.336973478939158,0.743589743589744,1,0,0
0,1,0,1,0,0.0582560296846011,0.0199198406412749,0.180967238689548,0.743589743589744,1,1,1
0,0,0,1,0,0.0757823129251701,0,0.170046801872075,0.743589743589744,0,0,0
0,1,0,1,1,0.0300185528756957,0.0899992800057599,0.223088923556942,0.743589743589744,1,0,1
0,0,0,1,0,0.111515151515152,0,0.366614664586583,0.743589743589744,1,2,0
0,1,2,0,0,0.0263574520717378,0,0.162246489859594,0.743589743589744,1,0,0
0,0,0,1,0,0.0383920841063698,0,0.0639625585023401,0.743589743589744,1,2,1
0,1,0,1,0,0.492875695732839,0,0.921996879875195,0.358974358974359,0,1,1
0,1,1,1,0,0.0723562152133581,0,0.235569422776911,0.743589743589744,1,0,1
0,1,1,1,0,0.116116264687693,0,0.277691107644306,0.743589743589744,1,2,1
0,0,0,1,0,0.0350030921459493,0.0499916000671995,0.173166926677067,0.743589743589744,1,0,1
0,1,0,1,0,0.0548299319727891,0.13499892000864,0.383775351014041,0.743589743589744,1,1,1
0,1,0,0,0,0.0211873840445269,0.024983800129599,0.138845553822153,0.743589743589744,1,1,1
0,1,0,1,0,0.0962646876932591,0,0.414976599063963,0.743589743589744,1,2,0
0,1,1,1,0,0.0363512677798392,0.0307197542419661,0.174726989079563,0.743589743589744,0,1,0
0,1,2,1,0,0.0496846011131725,0.0347277221782226,0.232449297971919,0.743589743589744,1,0,1
0,1,0,1,0,0.113457019171305,0,0.102964118564743,0.358974358974359,1,2,1
1,1,0,1,0,0.0548299319727891,0,0.160686427457098,0.743589743589744,1,0,0
0,1,0,1,0,0.0283116883116883,0.0799913600691194,0.187207488299532,0.743589743589744,1,0,1
0,0,0,1,0,0.025813234384663,0,0.0842433697347894,1,0,1,0
0,1,2,1,0,0.0970933828076685,0,0.297971918876755,0.743589743589744,1,1,1
0,1,0,0,0,0.0206555349412492,0.0424556603547172,0.134165366614665,0.743589743589744,1,0,1
0,1,0,0,0,0.0417068645640074,0,0.112324492979719,0.358974358974359,1,0,0
0,1,0,1,0,0.0687445887445887,0.13499892000864,0.277691107644306,0.743589743589744,1,1,1
0,1,0,0,1,0.051873840445269,0.0176638586891305,0.121684867394696,0.743589743589744,1,1,0
0,1,0,1,0,0.0413976499690785,0.0471356229150167,0.166926677067083,0.743589743589744,1,0,1
0,1,2,1,0,0.0234384662956092,0.0388556891544868,0.143525741029641,0.743589743589744,1,0,1
0,1,0,1,0,0.0663698206555349,0.271197830417357,0.758190327613105,0.743589743589744,0,1,0
0,1,1,1,0,0.0445269016697588,0,0.166926677067083,0.743589743589744,1,1,1
0,0,0,0,0,0.0270006184291899,0.0348237214102287,0.145085803432137,1,0,2,0
0,1,1,1,0,0.0773036487322202,0.173998608011136,0.266770670826833,0.743589743589744,0,2,0
0,0,0,1,0,0.0218429189857761,0.121511027911777,0.0904836193447738,0.743589743589744,1,0,0
0,1,0,1,0,0.0550401978973408,0,0.0998439937597504,0.358974358974359,1,1,1
0,1,1,1,0,0.416771799628943,0,0.391575663026521,0.743589743589744,1,1,0
1,1,0,1,0,0.0429808286951144,0,0.154446177847114,0.743589743589744,1,1,1
0,1,0,1,1,0.482337662337662,0.113999088007296,0.173166926677067,0.743589743589744,1,1,1
0,1,1,1,1,0.0250834879406308,0,0.0889235569422777,0.615384615384615,0,0,0
0,1,0,1,0,0.0276190476190476,0.0513115895072839,0.0764430577223089,0.743589743589744,1,0,1
0,1,0,1,0,0.113518862090291,0,0.279251170046802,0.358974358974359,1,0,1
0,0,0,0,0,0.05856524427953,0,0.0608424336973479,0.743589743589744,1,0,1
0,0,0,1,0,0.146567717996289,0,0.241809672386895,0.743589743589744,1,1,0
0,1,0,0,0,0.0727643784786642,0,0.235569422776911,0.743589743589744,1,2,0
0,0,0,1,0,0.0458627087198516,0,0.104524180967239,0.743589743589744,1,1,1
0,0,0,1,0,0.0499814471243043,0,0.173166926677067,0.743589743589744,1,0,1
0,1,1,1,0,0.0367965367965368,0.0619915040679675,0.251170046801872,0.743589743589744,1,1,0
0,0,0,1,0,0.101212121212121,0.0899992800057599,0.277691107644306,0.743589743589744,1,0,1
1,1,0,1,0,0.040395794681509,0.0675834593323253,0.162246489859594,0.743589743589744,1,1,1
0,0,0,1,1,0.134199134199134,0,0.115444617784711,0.743589743589744,1,2,0
0,1,1,0,0,0.0303030303030303,0.05999952000384,0.126365054602184,0.743589743589744,1,1,1
0,0,2,1,0,0.0590352504638219,0,0.244929797191888,0.743589743589744,0,1,1
0,1,1,0,0,0.04143475572047,0.0259917920656635,0.196567862714509,0.743589743589744,1,2,1
0,1,2,0,0,0.0465924551638837,0,0.179407176287051,0.743589743589744,1,1,1
1,0,0,0,0,0.052665429808287,0,0.173166926677067,0.743589743589744,1,1,1
1,0,0,1,0,0.0382683982683983,0,0.110764430577223,0.743589743589744,1,2,1
0,0,0,0,0,0.0473098330241187,0.0607435140518876,0.0717628705148206,0.743589743589744,1,0,1
0,0,0,1,0,0.0288064316635745,0,0.078003120124805,0.743589743589744,1,2,1
0,0,0,1,0,0.0404205318491033,0,0.18408736349454,0.743589743589744,1,1,0
1,0,0,1,0,0.121830550401979,0,0.3198127925117,0.743589743589744,1,1,0
0,1,0,1,0,0.0405689548546691,0.02999976000192,0.185647425897036,0.743589743589744,0,1,0
0,1,1,1,1,0.0944588744588745,0,0.360374414976599,0.743589743589744,1,2,1
0,1,0,0,1,0.068682745825603,0,0.188767550702028,0.743589743589744,1,0,1
0,1,0,1,0,0.0373902288188002,0.0725034199726402,0.199687987519501,0.743589743589744,1,2,1
0,1,0,0,0,0.0457637600494743,0.0235918112655099,0.141965678627145,0.743589743589744,1,1,1
0,1,0,1,0,0,0.0431996544027648,0.196567862714509,0.743589743589744,1,0,0
0,1,0,1,0,0.0442424242424242,0.0425996592027264,0.190327613104524,0.743589743589744,1,1,1
0,1,2,1,0,0.0599876314162028,0,0.0982839313572543,0.743589743589744,0,1,0
1,1,2,1,0,0.0511193568336425,0.0571915424676603,0.18408736349454,0.743589743589744,1,1,1
0,1,0,1,0,0.0256153370439085,0,0.0795631825273011,0.743589743589744,0,2,0
0,1,2,1,0,0.047730364873222,0.0412076703386373,0.166926677067083,0.743589743589744,1,1,1
0,0,0,1,0,0.0348917748917749,0.0669834641322869,0.210608424336973,0.743589743589744,1,1,1
0,1,0,1,0,0.0754483611626469,0,0.185647425897036,0.743589743589744,1,1,1
0,1,0,1,0,0.0383426097711812,0,0.251170046801872,0.743589743589744,1,0,0
0,1,0,0,1,0.0567099567099567,0,0.201248049921997,0.743589743589744,1,2,0
0,1,2,1,0,0.0754483611626469,0.0406796745626035,0.313572542901716,0.743589743589744,1,1,1
0,0,0,1,1,0.0773036487322202,0,0.297971918876755,0.743589743589744,1,0,1
0,1,1,1,0,0.0289548546691404,0.0492956056351549,0.148205928237129,0.743589743589744,1,1,1
0,1,0,1,0,0.0441063698206555,0,0.0514820592823713,0.358974358974359,1,0,1
1,0,0,1,0,0.101212121212121,0,0.422776911076443,0.743589743589744,1,1,1
0,1,1,1,0,0.0371675943104515,0.0426956584347325,0.204368174726989,0.743589743589744,1,1,1
0,1,1,1,0,0.0661719233147805,0.0302397580819353,0.251170046801872,0.743589743589744,1,0,1
0,1,0,1,0,0.0692145949288806,0,0.383775351014041,0.743589743589744,1,2,0
1,0,0,1,1,0.0409771181199753,0,0.176287051482059,0.743589743589744,1,2,1
1,0,1,1,0,0.0452937538651824,0,0.160686427457098,0.743589743589744,1,0,1
0,1,1,1,0,0.0391465677179963,0,0.135725429017161,0.743589743589744,1,1,1
0,1,2,1,0,0.070117501546073,0.11999904000768,0.173166926677067,0.743589743589744,1,0,1
0,1,1,0,0,0.0291898577612863,0.0475916192670459,0.204368174726989,0.358974358974359,1,2,0
0,0,0,1,0,0.034817563388992,0.136822905416757,0.227769110764431,0.102564102564103,1,2,1
0,1,2,1,1,0.0754483611626469,0.0311997504019968,0.154446177847114,0.743589743589744,1,0,1
0,1,0,0,0,0.0402721088435374,0.106007151942784,0.177847113884555,0.743589743589744,1,1,1
0,0,0,1,1,0.0729746444032158,0.103991168070655,0.173166926677067,0.358974358974359,1,2,0
0,1,2,1,0,0.118157081014224,0,0.160686427457098,0.743589743589744,1,2,1
0,1,1,0,0,0.0798763141620285,0,0.199687987519501,0.358974358974359,1,2,1
0,1,1,1,0,0.0337909709338281,0.0442316461468308,0.177847113884555,1,1,1,1
0,1,0,1,0,0.0205194805194805,0.0448316413468692,0.126365054602184,0.743589743589744,1,2,1
0,1,0,0,0,0.0187755102040816,0.093359253125975,0.299531981279251,0.743589743589744,0,1,0
1,0,2,1,0,0.0405318491032777,0,0.201248049921997,0.743589743589744,1,2,0
0,0,0,0,1,0.0300927643784787,0.0520075839393285,0.148205928237129,0.743589743589744,1,0,1
0,1,1,0,0,0.0310575139146568,0.170422636618907,0.421216848673947,0.358974358974359,1,1,1
0,0,0,1,1,0.199134199134199,0,0.285491419656786,0.743589743589744,0,2,0
1,0,0,1,0,0.0362770562770563,0,0.383775351014041,0.743589743589744,1,0,1
0,0,0,0,0,0.0729128014842301,0,0.165366614664587,0.743589743589744,0,0,0
0,1,0,1,0,0.0630797773654917,0,0.132605304212168,0.743589743589744,1,2,0
0,1,0,1,0,0.179752628324057,0.0503995968032256,0.460218408736349,0.743589743589744,1,0,0
0,1,0,0,0,0.0591341991341991,0,0.185647425897036,0.743589743589744,1,1,0
0,1,1,1,0,0.073382807668522,0.101999184006528,0.500780031201248,0.743589743589744,1,2,1
0,0,0,1,0,0.0236239950525665,0.053015575875393,0.195007800312012,0.743589743589744,1,1,1
1,0,1,1,0,0.0411997526283241,0,0.227769110764431,0.0512820512820513,1,1,0
1,0,0,1,0,0.0871985157699443,0,0.173166926677067,0.743589743589744,1,0,1
0,0,0,1,1,0.0620408163265306,0,0.185647425897036,0.743589743589744,1,1,1
0,0,0,1,0,0.0487940630797774,0.0827273381812945,0.221528861154446,0.743589743589744,1,0,1
0,1,2,1,0,0.0563760049474335,0.0332877336981304,0.21996879875195,0.743589743589744,1,1,1
0,1,0,1,0,0.0517377860235003,0.0434636522907817,0.235569422776911,0.743589743589744,0,2,1
1,0,0,1,0,0.0404205318491033,0,0.196567862714509,0.743589743589744,1,0,0
1,0,1,1,0,0.0337167594310451,0.0374397004823961,0.126365054602184,0.743589743589744,1,2,1
1,0,0,1,0,0.0381818181818182,0,0.0327613104524181,0.743589743589744,1,2,1
0,1,0,1,0,0.136004947433519,0,0.198127925117005,0.743589743589744,1,2,1
0,0,0,1,0,0.0331849103277675,0.0445676434588523,0.182527301092044,0.743589743589744,1,0,1
0,1,0,1,0,0.0305504019789734,0.0533515731874145,0.21996879875195,0.743589743589744,1,1,1
0,1,2,1,0,0.0463821892393321,0,0.126365054602184,0.743589743589744,1,1,1
0,1,1,1,0,0.0321583178726036,0.0442076463388293,0.165366614664587,0.743589743589744,1,1,1
0,1,0,1,0,0.0475324675324675,0.0785753713970288,0.308892355694228,0.743589743589744,1,1,1
0,1,0,1,0,0.0365244279529994,0.0311997504019968,0.110764430577223,0.743589743589744,1,2,1
0,1,0,1,0,0.178515769944341,0,0.666146645865835,0.743589743589744,1,1,1
1,1,0,0,0,0.0488559059987631,0,0.179407176287051,0.743589743589744,1,0,1
0,0,1,0,1,0.0482745825602968,0.0582235342117263,0.232449297971919,0.743589743589744,0,2,0
0,1,0,1,0,0.0467161410018553,0.0191998464012288,0.160686427457098,0.743589743589744,1,1,1
0,1,2,1,0,0.0266048237476809,0.0236590104351165,0.107644305772231,0.358974358974359,1,2,1
1,0,0,1,0,0.0205442176870748,0.039983680130559,0.0702028081123245,0.743589743589744,1,2,1
0,0,0,1,0,0.0372047000618429,0.0732714138286894,0.124804992199688,0.743589743589744,1,0,1
1,0,0,1,1,0.0303030303030303,0.0412076703386373,0.140405616224649,0.615384615384615,1,1,0
0,1,0,1,0,0.0439579468150897,0.047999616003072,0.173166926677067,0.743589743589744,1,0,1
1,0,0,1,0,0.0491527520098949,0,0.165366614664587,0.743589743589744,1,1,1
0,0,0,1,0,0.115745207173779,0,0.277691107644306,0.743589743589744,1,0,1
0,1,0,1,0,0.036178107606679,0.0579835361317109,0.202808112324493,0.743589743589744,1,0,1
0,1,2,1,0,0.0525664811379097,0,0.18408736349454,0.743589743589744,0,1,0
0,1,2,1,0,0.0371428571428571,0.0374397004823961,0.195007800312012,0.743589743589744,1,2,1
1,0,0,1,0,0.0651453308596166,0,0.209048361934477,1,0,2,0
0,1,0,1,0,0.0276190476190476,0.080015359877121,0.254290171606864,0.743589743589744,1,1,1
0,1,0,1,0,0.0527643784786642,0.02999976000192,0.157566302652106,0.743589743589744,1,2,1
0,1,1,1,0,0.0831787260358689,0,0.297971918876755,0.743589743589744,1,1,1
1,1,1,1,0,0.055856524427953,0,0.196567862714509,0.743589743589744,1,2,1
1,0,0,1,0,0.0599876314162028,0.0609835121319029,0.221528861154446,1,1,0,0
0,1,1,1,0,0.0230550401978973,0.0701994384044928,0.162246489859594,0.743589743589744,1,2,0
0,1,0,0,0,0.0204081632653061,0.0704154366765066,0.131045241809672,0.743589743589744,0,2,0
0,1,0,0,0,0.033704390847248,0.041999664002688,0.149765990639626,0.743589743589744,1,1,1
1,0,0,1,0,0.0599876314162028,0,0.19188767550702,0.743589743589744,1,0,1
0,1,1,1,0,0.018243661100804,0.0432716538267694,0.135725429017161,0.743589743589744,1,2,1
0,0,0,1,0,0.0476190476190476,0.05999952000384,0.204368174726989,0.743589743589744,1,0,1
1,0,0,1,0,0.0446753246753247,0.039983680130559,0.196567862714509,0.743589743589744,1,0,1
1,0,0,1,0,0.0278293135435993,0.0447116423068615,0.148205928237129,0.743589743589744,0,2,0
0,0,0,1,0,0.248398268398268,0,0.734789391575663,0.743589743589744,1,0,0
0,1,2,0,0,0.0929746444032158,0,0.274570982839314,0.743589743589744,1,0,1
1,0,0,1,0,0.0342238713667285,0,0.117004680187207,0.743589743589744,1,1,1
0,0,0,0,0,0.0343475572047001,0.0577195382436941,0.159126365054602,0.743589743589744,1,1,1
1,0,0,1,0,0.0291527520098949,0,0.0733229329173167,0.743589743589744,1,0,1
0,1,2,1,1,0.0692145949288806,0,0.210608424336973,0.153846153846154,1,0,1
0,1,1,0,0,0.0401855287569573,0.039359685122519,0.159126365054602,0.358974358974359,1,2,1
0,1,2,1,0,0.0441187384044527,0,0.173166926677067,0.743589743589744,1,1,1
0,1,0,1,0,0.0235992578849722,0.0512155902752778,0.123244929797192,0.743589743589744,1,2,1
1,0,1,1,0,0.0419418676561534,0,0.160686427457098,0.743589743589744,1,1,1
0,1,1,1,1,0.121830550401979,0,0.227769110764431,0.743589743589744,1,0,0
0,1,0,1,0,0.0278293135435993,0.0520075839393285,0.165366614664587,0.743589743589744,1,1,1
0,1,0,1,0,0.0518491032776747,0.0045359637122903,0.179407176287051,0.743589743589744,1,1,1
1,0,0,1,0,0.0373036487322202,0.0716394268845849,0.19188767550702,0.743589743589744,1,0,1
0,1,0,1,0,0.183673469387755,0,0.453978159126365,0.743589743589744,1,0,1
0,1,1,1,1,0.105330859616574,0.119591043271654,0.572542901716069,0.743589743589744,0,0,0
0,0,0,1,0,0.058961038961039,0,0.188767550702028,0.743589743589744,0,0,1
